Run: train_ngsim_30m_oneshot_bezier_80ep_k12
epoch	train_loss	ADE	FDE
0	103.509237	10.1407	19.4584
1	171.325175	10.4162	20.0074
2	170.905045	10.3676	19.9468
3	170.956157	10.6527	20.5231
4	170.864980	10.6603	20.5877
5	170.868685	10.2192	19.7635
6	147.906123	10.4583	20.1419
7	142.779992	10.4782	20.1729
8	144.713533	10.8414	20.8203
9	171.005503	10.6456	20.4085
10	170.565260	10.5300	20.2627
11	170.624578	10.5119	20.2227
12	167.988319	4.5395	9.3043
13	24.043288	2.1133	4.9122
14	16.605152	2.0945	4.9317
15	15.347135	2.0874	4.8756
16	14.901258	2.0816	4.8742
17	14.713947	2.1525	4.9866
18	14.630156	2.1206	4.9298
19	14.366516	2.1166	4.9428
20	14.455776	2.1111	4.9163
21	14.348722	2.1788	4.9858
22	14.237499	2.0551	4.8276
23	14.251884	2.0499	4.8252
24	14.417857	2.0966	4.9135
25	14.247142	2.3001	5.1487
26	14.159936	2.0845	4.8351
27	14.231241	2.0053	4.7506
28	14.173862	2.1639	4.9700
29	14.143755	2.0522	4.8023
30	13.311909	2.0141	4.7691
31	13.271859	2.0619	4.8495
32	13.228012	2.0320	4.8027
33	13.196550	2.0314	4.7986
34	13.173325	2.0171	4.7764
35	13.156066	2.0185	4.7717
36	13.131629	2.0209	4.7752
37	13.127068	2.0321	4.7952
38	13.115443	2.0937	4.8892
39	13.106590	2.0615	4.8395
40	13.122956	2.0037	4.7459
41	13.097053	2.0778	4.8603
42	13.085515	2.0325	4.7913
43	13.061215	2.0074	4.7511
44	13.083601	2.0392	4.8067
45	12.973263	2.0232	4.7785
46	12.969312	2.0192	4.7707
47	12.968249	2.0264	4.7843
48	12.961430	2.0201	4.7734
49	12.952453	2.0285	4.7870
50	12.954896	2.0188	4.7711
51	12.970131	2.0177	4.7700
52	12.943915	2.0351	4.7969
53	12.966580	2.0104	4.7550
54	12.938837	2.0279	4.7844
55	12.950384	2.0166	4.7667
56	12.961272	2.0256	4.7808
57	12.938750	2.0362	4.7969
58	12.938478	2.0290	4.7875
59	12.923783	2.0182	4.7688
60	12.942239	2.0193	4.7694
61	12.927810	2.0249	4.7786
62	12.927786	2.0153	4.7633
63	12.931864	2.0102	4.7549
64	12.936021	2.0225	4.7741
65	12.926408	2.0137	4.7593
66	12.936448	2.0136	4.7610
67	12.920570	2.0179	4.7686
68	12.930800	2.0139	4.7596
69	12.919068	2.0346	4.7942
70	12.918188	2.0242	4.7777
71	12.909929	2.0260	4.7806
72	12.915690	2.0275	4.7831
73	12.916373	2.0150	4.7620
74	12.916191	2.0326	4.7917
75	12.915316	2.0222	4.7744
76	12.906719	2.0153	4.7611
77	12.904481	2.0166	4.7644
78	12.900170	2.0185	4.7678
79	12.909136	2.0339	4.7916

Best epoch: 40, ADE: 2.0037, FDE: 4.7459
