Run: train_ngsim_30m_oneshot_bezier_80ep_k16
epoch	train_loss	ADE	FDE
0	145.027918	3.1588	6.7876
1	80.294043	9.1040	17.6898
2	130.986962	10.3973	20.0264
3	158.167800	10.7584	20.6985
4	168.817059	10.1454	19.5106
5	74.148011	4.3615	8.8041
6	48.560753	3.7498	7.5753
7	38.832965	7.9140	15.1642
8	40.260316	4.7480	9.4529
9	45.522858	12.4800	23.7253
10	32.770457	6.7885	13.2767
11	31.416469	4.8321	9.6601
12	31.010978	6.3945	12.5232
13	31.002994	6.2139	12.2201
14	30.310645	6.1335	12.0278
15	30.089996	6.7844	13.2458
16	30.180732	5.3942	10.6810
17	30.100217	4.9347	9.8828
18	30.197477	7.4651	14.5092
19	30.669191	6.6034	12.9068
20	29.639844	5.5544	10.9804
21	28.113865	5.2236	10.4239
22	27.701986	5.6554	11.1949
23	27.575903	5.6101	11.1784
24	27.608970	4.5946	9.2463
25	27.599179	5.8635	11.5397
26	27.486926	4.7739	9.6289
27	27.845839	4.1182	8.3813
28	27.789152	6.3894	12.4984
29	28.094992	5.6563	11.1583
30	25.598271	5.5147	10.9354
31	25.262171	5.4640	10.8353
32	25.036019	5.6436	11.1723
33	24.894815	5.1549	10.2772
34	24.696573	5.2329	10.4220
35	24.587536	5.5057	10.9094
36	24.544364	4.9290	9.8856
37	24.406510	5.1748	10.3179
38	24.337182	4.6415	9.3593
39	24.286212	4.9540	9.9144
40	24.150131	5.1341	10.2602
41	24.195647	5.0177	10.0363
42	24.179041	5.4255	10.7603
43	24.192606	5.4967	10.8948
44	24.159326	4.6532	9.3633
45	23.877650	5.0303	10.0494
46	23.809452	5.2558	10.4595
47	23.803312	5.1604	10.2883
48	23.774086	5.2567	10.4593
49	23.807243	5.2172	10.3938
50	23.799220	5.1717	10.3042
51	23.772735	5.1309	10.2316
52	23.808954	5.1584	10.2873
53	23.793292	5.2871	10.5153
54	23.776425	5.2237	10.4023
55	23.768878	5.2108	10.3754
56	23.759423	5.0378	10.0614
57	23.742445	5.2904	10.5233
58	23.736376	5.0312	10.0516
59	23.739004	5.0301	10.0461
60	23.710356	5.0379	10.0611
61	23.716059	5.1302	10.2292
62	23.686283	4.9939	9.9863
63	23.686191	5.0045	10.0071
64	23.645598	5.2629	10.4730
65	23.695573	5.2565	10.4639
66	23.692905	5.1775	10.3227
67	23.627969	5.2475	10.4464
68	23.633451	5.1136	10.2054
69	23.617709	4.9547	9.9223
70	23.612843	5.1332	10.2435
71	23.646650	5.2442	10.4412
72	23.578475	5.1357	10.2494
73	23.598274	5.1622	10.2912
74	23.576477	5.1257	10.2287
75	23.588349	5.2611	10.4720
76	23.578734	5.1827	10.3310
77	23.555486	5.1975	10.3586
78	23.516172	5.3246	10.5905
79	23.538430	5.0580	10.1102

Best epoch: 0, ADE: 3.1588, FDE: 6.7876
