Run: train_ngsim_20m_oneshot_bezier_80ep_k8
epoch	train_loss	ADE	FDE
0	187.738279	10.5103	20.3091
1	145.122709	10.9511	21.0126
2	144.559989	10.4822	20.1754
3	71.993844	4.2823	8.6597
4	60.068510	4.2269	8.5697
5	56.387998	3.6513	7.5146
6	49.918517	3.6544	7.4903
7	31.023372	3.3547	6.9136
8	26.609058	3.3937	6.8564
9	23.594872	2.9820	6.1972
10	17.107267	3.2268	6.4983
11	16.117445	3.2056	6.5076
12	15.420842	3.2146	6.5299
13	14.976404	4.0763	8.2142
14	14.774256	3.8825	7.8179
15	14.623807	4.2422	8.5084
16	14.500042	4.3045	8.6402
17	14.402606	4.3257	8.6621
18	14.367577	4.6102	9.2440
19	14.261275	4.5444	9.0488
20	14.205661	4.9442	9.8707
21	14.146213	5.3888	10.7249
22	14.064583	5.6260	11.1923
23	14.031597	6.3934	12.6772
24	14.025687	5.8551	11.6838
25	14.000126	6.1557	12.1804
26	13.978196	5.7178	11.3958
27	13.913028	6.4134	12.7552
28	13.920193	6.4578	12.7740
29	13.913207	5.8343	11.6270
30	13.522277	6.4414	12.7584
31	13.485596	6.2833	12.4582
32	13.439129	6.5223	12.9120
33	13.430281	6.4731	12.8335
34	13.416214	6.2860	12.4851
35	13.382274	6.4382	12.7690
36	13.374631	6.4574	12.7926
37	13.362012	6.4591	12.8053
38	13.346167	6.4838	12.8442
39	13.346147	6.3729	12.6505
40	13.328388	6.5360	12.9586
41	13.329669	6.3520	12.6029
42	13.317201	6.0965	12.1206
43	13.324175	6.4142	12.7484
44	13.316470	6.3363	12.6063
45	13.253926	6.3419	12.6053
46	13.261569	6.3844	12.6804
47	13.257043	6.3456	12.6064
48	13.256453	6.3846	12.6846
49	13.250529	6.4235	12.7578
50	13.254471	6.3099	12.5381
51	13.243338	6.2836	12.4876
52	13.246196	6.3341	12.5869
53	13.242069	6.3028	12.5277
54	13.241155	6.3244	12.5729
55	13.235523	6.3262	12.5697
56	13.243817	6.3996	12.7137
57	13.222597	6.3497	12.6175
58	13.229900	6.3472	12.6165
59	13.236339	6.2838	12.4923
60	13.235291	6.2751	12.4752
61	13.214336	6.3733	12.6566
62	13.220427	6.3222	12.5664
63	13.207223	6.3093	12.5438
64	13.206808	6.3222	12.5665
65	13.205586	6.3429	12.6046
66	13.219079	6.3740	12.6730
67	13.223882	6.3639	12.6450
68	13.215669	6.2342	12.3996
69	13.223013	6.3269	12.5754
70	13.205619	6.2969	12.5140
71	13.210229	6.3442	12.6081
72	13.203286	6.2936	12.5116
73	13.207372	6.3701	12.6601
74	13.197948	6.3296	12.5857
75	13.196638	6.3314	12.5820
76	13.198356	6.3207	12.5693
77	13.198866	6.3159	12.5560
78	13.175651	6.3083	12.5454
79	13.187565	6.3682	12.6578

Best epoch: 9, ADE: 2.9820, FDE: 6.1972
