Run: train_ngsim_20m_oneshot_bezier_80ep_k12
epoch	train_loss	ADE	FDE
0	189.894329	10.1586	19.6352
1	171.157693	10.3176	19.8273
2	171.311645	10.4612	20.1052
3	171.187317	10.3706	19.9473
4	170.880735	10.3501	19.9951
5	149.141437	10.3604	19.9631
6	151.405658	10.2458	19.7727
7	160.998322	10.6273	20.4515
8	170.277618	10.6085	20.4707
9	171.189604	10.2814	19.8272
10	154.244081	6.4007	12.5100
11	79.913529	4.7272	9.3244
12	73.300249	4.1117	8.2225
13	60.970320	3.8162	7.7279
14	67.891798	5.0973	10.1776
15	73.659997	3.7335	7.5954
16	58.754983	3.5870	7.3515
17	56.671383	3.3937	7.0400
18	58.429101	3.5632	7.3104
19	56.495270	3.5484	7.3140
20	61.093986	3.5144	7.2581
21	56.040719	3.5134	7.1808
22	53.283446	3.5890	7.4003
23	53.170542	3.7875	7.7641
24	56.332865	3.8343	7.8298
25	53.693685	3.7066	7.5871
26	48.239931	3.2834	6.8758
27	50.942008	2.8746	6.1447
28	25.081617	2.4926	5.5345
29	22.508715	2.4402	5.4526
30	21.474055	2.4142	5.4201
31	21.134296	2.3862	5.3821
32	20.621432	2.3811	5.3712
33	20.218635	2.3882	5.3823
34	19.851402	2.3670	5.3453
35	19.702723	2.3626	5.3371
36	19.628153	2.3654	5.3300
37	19.658509	2.3739	5.3485
38	19.496752	2.3285	5.2730
39	19.080652	2.4370	5.4767
40	18.916721	2.3689	5.3452
41	18.840457	2.3729	5.3504
42	18.695211	2.3476	5.3108
43	18.514912	2.3455	5.3004
44	18.344609	2.3089	5.2344
45	18.239925	2.3456	5.3055
46	18.235991	2.3340	5.2826
47	18.181832	2.3422	5.2990
48	18.173371	2.3423	5.2991
49	18.125431	2.3496	5.3140
50	18.143731	2.3446	5.3011
51	18.078753	2.3368	5.2883
52	18.102637	2.3362	5.2873
53	18.062960	2.3219	5.2660
54	18.078409	2.3340	5.2847
55	18.050067	2.3438	5.3023
56	18.003910	2.3291	5.2747
57	17.987348	2.3302	5.2790
58	17.970643	2.3301	5.2806
59	17.966537	2.3243	5.2675
60	17.952836	2.3260	5.2694
61	17.904147	2.3317	5.2828
62	17.882961	2.3126	5.2456
63	17.886313	2.3106	5.2426
64	17.835946	2.3251	5.2694
65	17.842341	2.3199	5.2630
66	17.822130	2.3240	5.2713
67	17.817009	2.3178	5.2565
68	17.776515	2.3289	5.2781
69	17.754472	2.2941	5.2128
70	17.761741	2.3233	5.2646
71	17.722522	2.3133	5.2500
72	17.701432	2.3110	5.2450
73	17.660900	2.3245	5.2698
74	17.688912	2.3293	5.2772
75	17.634629	2.3015	5.2257
76	17.661655	2.3209	5.2617
77	17.652916	2.3112	5.2447
78	17.638725	2.3050	5.2338
79	17.610197	2.3208	5.2600

Best epoch: 69, ADE: 2.2941, FDE: 5.2128
